text,language,sentiment,likes,retweets
"आयुष्मान भारत योजना के अंतर्गत 12.56 करोड़ परिवारों (55 करोड़ लोग) को गंभीर बीमारी से लड़ने के लिए 5 लाख रुपये सालाना मुफ्त इलाज की सुविधा मोदी जी द्वारा दी गई है।

अब 70 साल की आयु से ऊपर के हर व्यक्ति को पूरी जिंदगी इस योजना का लाभ मिलेगा।

- श्री @JPNadda",auto,positive,58.0,15.0
"Under Vaccine Maitri, around 100 countries were provided 30 crore vaccines. We provided free vaccines to 48 countries. 

Today, under the leadership, Bharat is no more a 'taker', it has become a 'giver'.

- Shri @JPNadda",en,positive,82.0,14.0
"इंफ्रास्ट्रक्चर के क्षेत्र में भारत में HIRA (Highways, Internet, Railways & Airways) पर पिछले 10 सालों में 12 लाख करोड़ रुपये खर्च हुए हैं और आगे 10 लाख करोड़ रुपये खर्च किए जाएंगे।

देश में 1.46 लाख किमी लंबे नेशनल हाइवे बने हैं, जिनमें से महाराष्ट्र में 13 हजार किमी लंबे हाइवे बने हैं।

- श्री @JPNadda",auto,negative,81.0,16.0
"Fundamental changes have been made in the National Education Policy and Health Policy. Today, education is being imparted in regional languages. Today, the NEET exam can be taken in 13 languages. Children from villages now have the opportunity to become doctors.

- Shri @JPNadda https://t.co/BlpIkblu2r",en,neutral,66.0,15.0
"India is today the 5th largest economy, surpassing Britain which ruled over us for over two centuries. 

In the third term of Modi ji, we will become the third-largest economy in the world. 

The Economist states that reformed the banking sector and stabilized it.

- Shri @JPNadda",en,neutral,85.0,21.0
"जब 26/11 की घटना हुई, तो उस समय की सरकार ने पाकिस्तान को डोजियर भेजा था।

लेकिन मोदी जी के नेतृत्व में जब सरकार बनी और उरी की घटना घटी, तो सर्जिकल स्ट्राइक हुआ और पाकिस्तान कुछ नहीं कर सका।

इसी तरह पुलवामा की घटना के बाद 15 दिन के अंदर एयर स्ट्राइक की गई।

लेकिन ये कांग्रेस वाले इस बात का भी प्रमाण मांगने लगे।

ये ऐसे लोग हैं, जो मोदी जी का विरोध करते-करते भारत का विरोध करने लगे हैं।

- श्री @JPNadda",auto,neutral,99.0,31.0
"मेरे लिए असम सहित पूरा Northeast भारत की अष्टलक्ष्मी है।

अब विकास का सूरज पूर्वी भारत से उगेगा, जो विकसित भारत के संकल्प को नई ऊर्जा देगा।

इसलिए हम पूर्वोत्तर में स्थायी शांति के लिए निरंतर प्रयास कर रहे हैं।

हम पूर्वोत्तर के राज्यों के सीमा विवादों का सौहार्द के साथ समाधान खोज रहे हैं।

- पीएम श्री @narendramodi  

पूरा वीडियो देखें : https://t.co/WPrtXWbhDR",auto,positive,53.0,16.0
"ये सत्ता के लिए कुछ भी कर सकते हैं, इनको आराम देना बहुत जरूरी है।

इसलिए आज भाजपा और महायुती को आगे बढाने की जरूरत है।

- श्री @JPNadda",auto,positive,64.0,15.0
"बाला साहब ठाकरे कहते थे कि मैं अपनी पार्टी खत्म कर दूंगा, लेकिन कांग्रेस से समझौता नहीं करूंगा।

लेकिन उद्धव ठाकरे आज उन्हीं (कांग्रेस) की गोद में जाकर बैठ गए हैं।

- श्री @JPNadda",auto,neutral,73.0,20.0
"पीएम किसान सम्मान निधि के अंतर्गत 11.78 करोड़ किसानों को हर साल 6 हजार रुपये सीधे बैंक खातों में भेजे जा रहे हैं।

यहां महाराष्ट्र में महायुति सरकार द्वारा 6 हजार रुपये अतिरिक्त दिए जा रहे हैं।

और अब हमने तय किया है कि फिर से महायुति की सरकार बनने पर इस 12 हजार की राशि को बढ़ाकर 15 हजार रुपये कर दिया जाएगा।

- श्री @JPNadda",auto,positive,68.0,13.0
"आयुष्मान भारत योजना के अंतर्गत 12.56 करोड़ परिवारों (55 करोड़ लोग) को गंभीर बीमारी से लड़ने के लिए 5 लाख रुपये सालाना मुफ्त इलाज की सुविधा मोदी जी द्वारा दी गई है।

अब 70 साल की आयु से ऊपर के हर व्यक्ति को पूरी जिंदगी इस योजना का लाभ मिलेगा।

- श्री @JPNadda",auto,positive,58.0,15.0
"Under Vaccine Maitri, around 100 countries were provided 30 crore vaccines. We provided free vaccines to 48 countries. 

Today, under the leadership, Bharat is no more a 'taker', it has become a 'giver'.

- Shri @JPNadda",en,positive,82.0,14.0
"इंफ्रास्ट्रक्चर के क्षेत्र में भारत में HIRA (Highways, Internet, Railways & Airways) पर पिछले 10 सालों में 12 लाख करोड़ रुपये खर्च हुए हैं और आगे 10 लाख करोड़ रुपये खर्च किए जाएंगे।

देश में 1.46 लाख किमी लंबे नेशनल हाइवे बने हैं, जिनमें से महाराष्ट्र में 13 हजार किमी लंबे हाइवे बने हैं।

- श्री @JPNadda",auto,negative,81.0,16.0
"Fundamental changes have been made in the National Education Policy and Health Policy. Today, education is being imparted in regional languages. Today, the NEET exam can be taken in 13 languages. Children from villages now have the opportunity to become doctors.

- Shri @JPNadda https://t.co/BlpIkblu2r",en,neutral,66.0,15.0
"India is today the 5th largest economy, surpassing Britain which ruled over us for over two centuries. 

In the third term of Modi ji, we will become the third-largest economy in the world. 

The Economist states that reformed the banking sector and stabilized it.

- Shri @JPNadda",en,neutral,85.0,21.0
"जब 26/11 की घटना हुई, तो उस समय की सरकार ने पाकिस्तान को डोजियर भेजा था।

लेकिन मोदी जी के नेतृत्व में जब सरकार बनी और उरी की घटना घटी, तो सर्जिकल स्ट्राइक हुआ और पाकिस्तान कुछ नहीं कर सका।

इसी तरह पुलवामा की घटना के बाद 15 दिन के अंदर एयर स्ट्राइक की गई।

लेकिन ये कांग्रेस वाले इस बात का भी प्रमाण मांगने लगे।

ये ऐसे लोग हैं, जो मोदी जी का विरोध करते-करते भारत का विरोध करने लगे हैं।

- श्री @JPNadda",auto,neutral,99.0,31.0
"काही नेत्यांचे म्हणणे आहे की, पावसात सभा घेतली की सीट निवडून येतेच..!

#Maharashtra #MaharashtraElections2024 #MahaYuti #DevendraFadnavis https://t.co/oketwoIKcv",auto,neutral,0.0,0.0
"#MaharashtraElections
#MaharashtraElections2024
For
Harmony &amp; Peace
Equality &amp; Unity
Security &amp; Justice
Development &amp; Economy
Businesses &amp; Jobs
#WalkTheTalk
Use your #SuperPower
Vote on November 20
Vote for #Maharashtra
Vote for #MahaVikasAghadi
#VoteForMVA
#VoteforINDIAalliance",en,neutral,0.0,0.0
"#MaharashtraElections
#MaharashtraElections2024
For
Harmony &amp; Peace
Equality &amp; Unity
Security &amp; Justice
Development &amp; Economy
Businesses &amp; Jobs
#WalkTheTalk
Use your #SuperPower
Vote on November 20
Vote for #Maharashtra
Vote for #MahaVikasAghadi
#VoteForMVA
#VoteforINDIAalliance",en,neutral,0.0,0.0
"చంద్రబాబు, పవన్ ప్రచారం బీజేపీకి భారీ ప్లస్ కాబోతుందా?
#MaharashtraElections2024 #ApCmChandrababuNaidu #DeputyCmPawanKalyan #MaharashtraElectionCampaign #TeluguVoters #BJP #10tvtelugunews

https://t.co/yO7JwNBU0S",auto,positive,0.0,0.0
"AKBARUDDIN OWAISI JITENDRA AWHAD को मैं सिखा देता था बता देता था, की MINORITY के साथ कैसा रहे#shorts

#shorts #akbrauddinowaisi #mumbramim #kalwamumbramimnews #Newsfk #politics #maharashtraassemblyelection2024 #maharashtrapolitics #maharashtraelections2024 #News https://t.co/crcwA3Snhs",auto,neutral,0.0,0.0
"PAN India Hero ❌ 
PAN India Politician ✅

JanaSenani @PawanKalyan will Campaign for NDA at Maharashtra 🔥🔥

#NDAForMaharashtra 
#MaharashtraElections2024 https://t.co/HzEnFEHsUu",auto,neutral,1.0,0.0
"VIDEO | Maharashtra Elections 2024: Shiv Sena (UBT) leader Aaditya Thackeray (@AUThackeray) addresses a public gathering in Mahim Assembly constituency. 

#MaharashtraElections2024 #MaharashtraAssemblyElections2024

(Full video available on PTI Videos - https://t.co/n147TvrpG7) https://t.co/Gzhs9WO832",en,positive,10.0,1.0
"📍Congress supporters always say that BJP is not the natural party of Maharashtra. Their confidence increased after 2024 Lok Sabha elections.

However they forgot that BJP was not the natural party in Haryana too. Before 2014 it was number 3 party and even its supporters at that time did not believe that BJP will rule Haryana for 3 consecutive times in future.

⚡️So what matters is the arithmetic which is in favor of Mahayuti at this time in Maharashtra.

#MaharashtraElection2024",en,positive,25.0,6.0
"VIDEO | Maharashtra Elections 2024: MNS chief Raj Thackeray (@RajThackeray) addresses a public gathering in Thane Assembly constituency. 

#MaharashtraElections2024 #MaharashtraAssemblyElections2024

(Full video available on PTI Videos - https://t.co/n147TvrpG7) https://t.co/DEzKNIHffg",en,positive,7.0,0.0
"महाराष्ट्र सुधारतोय कोण ?
ह्या प्रश्नाचं एकमेव उत्तर आहे .
आपले लाडके देवा भाऊ !

हे गाणं ऐकल्यावर, खोटी बिघाडी 
नक्कीच तोंडावर बोट ठेवून शांत बसेल.

#Maha_BJP #MaharashtraElections2024 https://t.co/k5ubMoqLbn",auto,positive,4.0,0.0
"Maharashtra Assembly Elections 2024: Raj Thackeray Promises 'Glorious' State if MNS Comes to Power

https://t.co/yivR44IfCS

#Maharashtra #MaharashtraAssembly #MaharashtraElection2024 #MNS #RajThackeray",en,neutral,0.0,0.0
"स्वधर्माविषयी आणि स्वजातीविषयी, वयाच्या अवघ्या पंचवीसाव्या वर्षी, 

आदिवासी समाजात स्वाभिमान जागृत करणाऱ्या ह्या महान नेत्यास कोटी कोटी प्रणाम !

#Adivasi #BirasaMunda #Maha_BJP #MaharashtraElections2024

@BJP4Maharashtra @BJP4Mumbai @BJPMahilaMorcha https://t.co/6X7QAWhKTK",auto,positive,0.0,0.0
"सोयाबीनला कमीत कमी भाव मिळाला पाहिजे: राहुल गांधी

शेतकऱ्यांनो काँग्रेसची चाल ओळखा कांद्याबद्दल यांनी असच केलं आधी भाव कमी आहे म्हणायचे आता भाव वाढले तर निषेध करत आहेत.

#Maha_BJP #MaharashtraElections2024 https://t.co/PfUzTSzADz",auto,neutral,0.0,0.0
"सपा प्रदेश अध्यक्ष मा श्री अबू आसिम आज़मी जी का 171 - मानखुर्द शिवाजी नगर में दिनांक 16 नवंबर, 2024 का कार्यक्रम।

#SamajwadiParty #AbuAsimAzmi #HamaraGovandi #MankhurdShivajiNagar #MaharashtraElections2024 https://t.co/u1haq4yqgY",auto,neutral,2.0,1.0
"South ka chatrapati maha raj ❤️‍🔥⚡ 
JanaSenani @PawanKalyan will Campaign for NDA at Maharashtra 🔥

#NDAForMaharashtra 
#MaharashtraElections2024 https://t.co/7hXkWs1yrr",auto,neutral,12.0,4.0
"📍 भंडारा, महाराष्ट्र

#poojathawkar #bhandara_pawani #Vidhansabha2024 #bhandarapawaniVidhansabha #nanapatole #congress #poojathawkarforbhandarapawani #maharashtra #maharashtraelections2024 #mahilacongress https://t.co/332PUk9skL",auto,neutral,1.0,0.0
Paidal Daura in Dhule constituency rallying support for AIMIM Dhule Candidate Janab Farooq Shah Sahab #maharashtraelections2024 #elections2024 #MIM @asadowaisi @imtiaz_jaleel https://t.co/vGcJPhMAru,auto,neutral,0.0,0.0
"#MaharashtraElections2024 campaign at Bandra West Mumbai
@BJPMM4Telangana
@BJPMahilaMorcha https://t.co/A1XfYEo0jZ",en,neutral,0.0,0.0
"#BREAKING | सीएम शिंदे का सलमान खान वाला अंदाज !

@journosnehlata | https://t.co/smwhXUROiK 

#CMEknathShinde #SalmanKhan #Maharashtra #MaharashtraElections2024 https://t.co/UQwPQZLQaO",auto,neutral,35.0,20.0
"काही नेत्यांचे म्हणणे आहे की, पावसात सभा घेतली की सीट निवडून येतेच..!

#Maharashtra #MaharashtraElections2024 #MahaYuti #DevendraFadnavis https://t.co/oketwoIKcv",auto,neutral,0.0,0.0
"स्वतः पंतप्रधान सांगणार, विजयाचा कानमंत्र!

तुमचे विचार थेट मांडायला,
आवर्जून उपस्थित रहा.

#Maha_BJP #MaharashtraElections2024

@BJP4Maharashtra @BJP4Mumbai @BJPMahilaMorcha https://t.co/608Zgntrpb",auto,positive,0.0,0.0
"#MaharashtraElections
#MaharashtraElections2024
For
Harmony &amp; Peace
Equality &amp; Unity
Security &amp; Justice
Development &amp; Economy
Businesses &amp; Jobs
#WalkTheTalk
Use your #SuperPower
Vote on November 20
Vote for #Maharashtra
Vote for #MahaVikasAghadi
#VoteForMVA
#VoteforINDIAalliance",en,neutral,0.0,0.0
"Well done @AUThackeray 💯👏🏻 We can count on you 🔥❤️ 

Your work in BMC Mumbai Public Schools showed some honest political will. 

Please don't shy away from taking inspiration or other help from AAP Delhi and Punjab Govts 🙌🏻 #MissionSwaraj #MaharashtraElections2024",en,negative,0.0,0.0
"@AUThackeray Well done @AUThackeray 💯👏🏻 We can count on you 🔥❤️ 

Your work in BMC Mumbai Public Schools showed some honest political will. 

Please don't shy away from taking inspiration or other help from AAP Delhi and Punjab Govts 🙌🏻 #MissionSwaraj #MaharashtraElections2024",en,negative,0.0,0.0
"Maharashtra Assembly Elections 2024: Raj Thackeray Promises 'Glorious' State if MNS Comes to Power

https://t.co/yivR44IfCS

#Maharashtra #MaharashtraAssembly #MaharashtraElection2024 #MNS #RajThackeray",en,neutral,0.0,0.0
"स्वधर्माविषयी आणि स्वजातीविषयी, वयाच्या अवघ्या पंचवीसाव्या वर्षी, 

आदिवासी समाजात स्वाभिमान जागृत करणाऱ्या ह्या महान नेत्यास कोटी कोटी प्रणाम !

#Adivasi #BirasaMunda #Maha_BJP #MaharashtraElections2024

@BJP4Maharashtra @BJP4Mumbai @BJPMahilaMorcha https://t.co/6X7QAWhKTK",auto,positive,0.0,0.0
"सोयाबीनला कमीत कमी भाव मिळाला पाहिजे: राहुल गांधी

शेतकऱ्यांनो काँग्रेसची चाल ओळखा कांद्याबद्दल यांनी असच केलं आधी भाव कमी आहे म्हणायचे आता भाव वाढले तर निषेध करत आहेत.

#Maha_BJP #MaharashtraElections2024 https://t.co/PfUzTSzADz",auto,neutral,0.0,0.0
"सपा प्रदेश अध्यक्ष मा श्री अबू आसिम आज़मी जी का 171 - मानखुर्द शिवाजी नगर में दिनांक 16 नवंबर, 2024 का कार्यक्रम।

#SamajwadiParty #AbuAsimAzmi #HamaraGovandi #MankhurdShivajiNagar #MaharashtraElections2024 https://t.co/u1haq4yqgY",auto,neutral,3.0,1.0
"South ka chatrapati maha raj ❤️‍🔥⚡ 
JanaSenani @PawanKalyan will Campaign for NDA at Maharashtra 🔥

#NDAForMaharashtra 
#MaharashtraElections2024 https://t.co/7hXkWs1yrr",auto,neutral,20.0,7.0
"📍 भंडारा, महाराष्ट्र

#poojathawkar #bhandara_pawani #Vidhansabha2024 #bhandarapawaniVidhansabha #nanapatole #congress #poojathawkarforbhandarapawani #maharashtra #maharashtraelections2024 #mahilacongress https://t.co/332PUk9skL",auto,neutral,1.0,0.0
"BJP National President Shri @JPNadda addressed an Intellectual Meeting in Nashik, Maharashtra. https://t.co/A9Osrx5eTn",en,positive,152.0,27.0
"आज भाजपा और NDA का कल्चर रिपोर्ट कार्ड की राजनीति का है।

हम गांव, गरीब, वंचित, शोषित, पीड़ित, दलित की सरकार बने हैं।

- श्री @JPNadda 

पूरा वीडियो देखें : https://t.co/2PI77E2MH8 https://t.co/afdWwpsX3k",auto,negative,96.0,31.0
PM Shri @narendramodi paid homage to inspirational social activist Bodofa Upendranath Brahma during the Bodoland Festival held in New Delhi. https://t.co/eMoILG7mYL,en,positive,187.0,40.0
"बाला साहब ठाकरे कहते थे कि मैं अपनी पार्टी खत्म कर दूंगा, लेकिन कांग्रेस से समझौता नहीं करूंगा।

लेकिन उद्धव ठाकरे आज उन्हीं (कांग्रेस) की गोद में जाकर बैठ गए हैं।

ये सत्ता के लिए कुछ भी कर सकते हैं, इनको आराम देना बहुत जरूरी है।

- श्री @JPNadda 

पूरा वीडियो देखें : https://t.co/YA436jcTam",auto,positive,154.0,50.0
"भव्य, दिव्य, अद्भुत काशी!

देव दीपावली के शुभ अवसर पर जगमगा उठी बाबा विश्वनाथ की नगरी।",auto,positive,343.0,85.0
प्रधानमंत्री श्री @narendramodi ने आज भगवान बिरसा मुंडा की 150वीं जयंती के अवसर पर बिहार के जमुई में आयोजित जनजातीय गौरव दिवस समारोह में भाग लिया। https://t.co/jchaJEagKT,auto,neutral,321.0,99.0
"आने वाला चुनाव ये तय करने वाला है कि महाराष्ट्र छत्रपति शिवाजी महाराज और वीर सावरकर के रास्ते पर चलेगा या औरंगजेब के रास्ते पर चलेगा।

केंद्रीय गृह एवं सहकारिता मंत्री श्री @AmitShah ने आज महाराष्ट्र में विभिन्न जनसभाओं को संबोधित किया।",auto,neutral,329.0,94.0
"प्रधानमंत्री श्री @narendramodi ने आज जनजातीय गौरव दिवस के अवसर पर बिहार के जमुई में लगे हाट में देश की जनजातीय परंपरा और कला-कौशल का अवलोकन किया।

#JanjatiyaGauravDiwas https://t.co/LGkg85SjvU",auto,positive,407.0,104.0
"मेरे लिए असम सहित पूरा Northeast भारत की अष्टलक्ष्मी है।

अब विकास का सूरज पूर्वी भारत से उगेगा, जो विकसित भारत के संकल्प को नई ऊर्जा देगा।

इसलिए हम पूर्वोत्तर में स्थायी शांति के लिए निरंतर प्रयास कर रहे हैं।

हम पूर्वोत्तर के राज्यों के सीमा विवादों का सौहार्द के साथ समाधान खोज रहे हैं।

- पीएम श्री @narendramodi  

पूरा वीडियो देखें : https://t.co/WPrtXWbhDR",auto,positive,156.0,56.0
"ये सत्ता के लिए कुछ भी कर सकते हैं, इनको आराम देना बहुत जरूरी है।

इसलिए आज भाजपा और महायुती को आगे बढाने की जरूरत है।

- श्री @JPNadda",auto,positive,111.0,36.0
"#MaharashtraElections
#MaharashtraElections2024
For
Harmony &amp; Peace
Equality &amp; Unity
Security &amp; Justice
Development &amp; Economy
Businesses &amp; Jobs
#WalkTheTalk
Use your #SuperPower
Vote on November 20
Vote for #Maharashtra
Vote for #MahaVikasAghadi
#VoteForMVA
#VoteforINDIAalliance",en,neutral,0.0,0.0
"हर शाख पे उल्लू बैठा है,,अंजाम ए गुलिस्तां क्या होगा ? #MaharahstraElection2024
#UddhavThackeray #महाविकासआघाडी #महाराष्ट्र #MaharastraPolitics  #MahaVikasAghadi #ShivsenaUBT #MaharashtraElections2024 #Maharashtra #Mahayuti https://t.co/Uq4nyj8dyn",auto,neutral,0.0,0.0
"#MaharashtraElections
#MaharashtraElections2024
For
Harmony &amp; Peace
Equality &amp; Unity
Security &amp; Justice
Development &amp; Economy
Businesses &amp; Jobs
#WalkTheTalk
Use your #SuperPower
Vote on November 20
Vote for #Maharashtra
Vote for #MahaVikasAghadi
#VoteForMVA
#VoteforINDIAalliance",en,neutral,0.0,0.0
"महाराष्ट्र सुधारतोय कोण ?
ह्या प्रश्नाचं एकमेव उत्तर आहे .
आपले लाडके देवा भाऊ !

हे गाणं ऐकल्यावर, खोटी बिघाडी 
नक्कीच तोंडावर बोट ठेवून शांत बसेल.

#Maha_BJP #MaharashtraElections2024

@BJP4Maharashtra @BJP4Mumbai @BJPMahilaMorcha https://t.co/dtY3OkckzV",auto,positive,0.0,0.0
"#MaharashtraElections
#MaharashtraElections2024
For
Harmony &amp; Peace
Equality &amp; Unity
Security &amp; Justice
Development &amp; Economy
Businesses &amp; Jobs
#WalkTheTalk
Use your #SuperPower
Vote on November 20
Vote for #Maharashtra
Vote for #MahaVikasAghadi
#VoteForMVA
#VoteforINDIAalliance",en,neutral,0.0,0.0
"@dhruv_rathee @Mystic_Soul25 Well done @AUThackeray 💯👏🏻 We can count on you 🔥❤️ 

Your work in BMC Mumbai Public Schools showed some honest political will. 

Please don't shy away from taking inspiration or other help from AAP Delhi and Punjab Govts 🙌🏻 #MissionSwaraj #MaharashtraElections2024",en,negative,0.0,0.0
"स्वतः पंतप्रधान सांगणार, विजयाचा कानमंत्र!

तुमचे विचार थेट मांडायला,
आवर्जून उपस्थित रहा.

#Maha_BJP #MaharashtraElections2024

@BJP4Maharashtra @BJP4Mumbai @BJPMahilaMorcha https://t.co/608Zgntrpb",auto,positive,0.0,0.0
"#MaharashtraElections
#MaharashtraElections2024
For
Harmony &amp; Peace
Equality &amp; Unity
Security &amp; Justice
Development &amp; Economy
Businesses &amp; Jobs
#WalkTheTalk
Use your #SuperPower
Vote on November 20
Vote for #Maharashtra
Vote for #MahaVikasAghadi
#VoteForMVA
#VoteforINDIAalliance",en,neutral,0.0,0.0
"Well done @AUThackeray 💯👏🏻 We can count on you 🔥❤️ 

Your work in BMC Mumbai Public Schools showed some honest political will. 

Please don't shy away from taking inspiration or other help from AAP Delhi and Punjab Govts 🙌🏻 #MissionSwaraj #MaharashtraElections2024",en,negative,3.0,0.0
"@AUThackeray Well done @AUThackeray 💯👏🏻 We can count on you 🔥❤️ 

Your work in BMC Mumbai Public Schools showed some honest political will. 

Please don't shy away from taking inspiration or other help from AAP Delhi and Punjab Govts 🙌🏻 #MissionSwaraj #MaharashtraElections2024",en,negative,0.0,0.0
,auto,neutral,,
"Final Assessment: Maha Vikas Aghadi Predicted to Win Maharashtra Elections 2024

The Maharashtra Elections 2024 are poised to be a closely contested race between two powerful alliances: Maha Vikas Aghadi (MVA) and Maha Yuti (MY). Based on astrological analysis, it is anticipated that Maha Vikas Aghadi will secure 149 seats, while Maha Yuti is expected to garner 139 seats. With 145 seats required to form a government in the 288-seat Maharashtra Legislature, Maha Vikas Aghadi appears to have the edge in this election.",en,positive,214.0,37.0
"VIDEO | Maharashtra Elections 2024: CM Eknath Shinde (@mieknathshinde) addresses an election rally in Mumbai.

#MaharashtraElections2024 #MaharashtraAssemblyElections2024

(Full video available on PTI Videos - https://t.co/n147TvrpG7) https://t.co/tlC8Ohk3kX",en,positive,2.0,2.0
"🌟 Maharashtra Assembly Elections 2024: 
Mahayuti vs Maha Vikas Aghadi! 🗳️

🔥 Mahayuti Alliance Breakdown:
🔸 BJP dominates with 149 candidates 💪
🔸 SHS-ES fields 81 candidates 🌴
🔸 NCP-AP takes 59 seats 🚜
🔸 Small allies claim 5 seats 🟠

🌍 Regional Power Distribution:
📌 Vidarbha: BJP leads with 47 out of 62 seats 🟡
📌 Western MS: NCP-AP makes a mark with 20 seats 🚜
📌 Marathwada: SHS-ES fields 16 candidates 🌴
📌 Mumbai: Equal fight with BJP, SHS-ES, and allies sharing 36 seats 🌆

⚡ Maha Vikas Aghadi (MVA) Alliance:
🔸 INC leads with 101 candidates 🟦
🔸 SHS-UBT aggressively fields 95 candidates 🌴
🔸 NCP-SP in the mix with 86 seats 🚜
🔸 Small allies make a small yet significant contribution with 6 candidates 🤝

🌍 MVA's Regional Dynamics:
📌 Vidarbha: INC takes a strong position with 40 seats 🟦
📌 Western MS: NCP-SP shines with 31 seats 🟡
📌 Konkan: SHS-UBT dominates with 24 candidates 🌴

🌈 Friendly Contests:
✅ Mahayuti: 8 internal face-offs, including in Morshi, Katol, and Purandar 🔥
✅ MVA: 2 friendly battles in Pandharpur and Nanded North 🤝

💥 With 288 seats up for grabs, it's a high-stakes battle! Who will win the trust of Maharashtra? 🏆
📣 Share your thoughts and predictions below! 🗨️
#MaharashtraPolls2024 #MahayutiVsMVA #Elections @adrspeaks @lokmat",en,positive,23.0,5.0
"चला तर आपण लोकशाहीचा उत्सव साजरा करूया.
सर्वांनी मिळून मतदानाचा हक्क बजावुया.
दिनांक २० नोव्हेंबर,२०२४ रोजी महाराष्ट्र विधानसभा निवडणूक, २०२४ करीता मतदान करा.

Let's all vote together. Vote for 2024 Maharashtra Assembly elections on 20 November 2024.

#maharashtraelection #yourvotematters #MMRDA #DrSanjayMukherjee #democracyInAction #rebootingmumbai #reshapingmmr #MMR #MaharashtraElection2024 #MaharashtraAssembly 

@DrSanMukherjee",auto,positive,7.0,2.0
"BIG BREAKING 

Maharashtra Assembly Polls-2024: MVA's seat-sharing deal sealed:-

INC : 102
SSUBT : 90
NCP-SP : 78
OTH : 18 https://t.co/JLdXHiPDaQ",en,neutral,758.0,76.0
"Sharing some glimpses from the Shining India Survey For Maharashtra Assembly Elections 2024.
#ShiningIndiaSurvey 
#MaharashtraAssemblyElections2024 
#AssemblyElections2024 https://t.co/wR0uBzboMf",en,neutral,17.0,10.0
"#VoteForSadanandBhat 

Let us support the Independent candidate #SADANANDBHAT, from #Bhandup West constituency, Maharashtra for Vidhan Sabha Elections 2024. 

The Election symbol is – Batsman.

He is supporting our demand for men's commission. https://t.co/fYTS4MKKvR",en,positive,98.0,94.0
"चांदिवलीच्या विकासासाठी क्रमांक 1 चे बटण दाबून 'हाताचा पंजा' या  चिन्हासमोरील बटण दाबून प्रचंड मतांनी विजयी करा. 

#🇮🇳  #Maharashtra #mumbai #INC #Congress #INCMumbai #incmaharashtra #MVA  #MaharashtraAssemblyElections #Maharashtra_Election_2024 #vidhansabha_elections #MPCC #MVA #MHelection #chandivaliVidhansabha #NaseemKhan #Naseem_Khan #MahavikasAghadi #Maharashtrapolitics #Chandivali #Mahaparivartan  #incchandivali",auto,positive,4.0,1.0
"మహారాష్ట్ర ఎన్నికల ప్రచారానికి  పవన్ కళ్యాణ్  | Maharashtra Assembly Elections 2024 - TV9

#MaharashtraAssemblyElections2024 #EC #pawankalyan  #politics #election2024 #tv9telugu https://t.co/NDdNQJYTJq",auto,neutral,10.0,2.0
